time,is_race_on,timestamp_ms,engine_max_rpm,engine_idle_rpm,current_engine_rpm,acceleration_x,acceleration_y,acceleration_z,velocity_x,velocity_y,velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,yaw,pitch,roll,norm_suspension_travel_FL,norm_suspension_travel_FR,norm_suspension_travel_RL,norm_suspension_travel_RR,tire_slip_ratio_FL,tire_slip_ratio_FR,tire_slip_ratio_RL,tire_slip_ratio_RR,wheel_rotation_speed_FL,wheel_rotation_speed_FR,wheel_rotation_speed_RL,wheel_rotation_speed_RR,wheel_on_rumble_strip_FL,wheel_on_rumble_strip_FR,wheel_on_rumble_strip_RL,wheel_on_rumble_strip_RR,wheel_in_puddle_FL,wheel_in_puddle_FR,wheel_in_puddle_RL,wheel_in_puddle_RR,surface_rumble_FL,surface_rumble_FR,surface_rumble_RL,surface_rumble_RR,tire_slip_angle_FL,tire_slip_angle_FR,tire_slip_angle_RL,tire_slip_angle_RR,tire_combined_slip_FL,tire_combined_slip_FR,tire_combined_slip_RL,tire_combined_slip_RR,suspension_travel_meters_FL,suspension_travel_meters_FR,suspension_travel_meters_RL,suspension_travel_meters_RR,car_ordinal,car_class,car_performance_index,drivetrain_type,num_cylinders,position_x,position_y,position_z,speed,power,torque,tire_temp_FL,tire_temp_FR,tire_temp_RL,tire_temp_RR,boost,fuel,dist_traveled,best_lap_time,last_lap_time,cur_lap_time,cur_race_time,lap_no,race_pos,accel,brake,clutch,handbrake,gear,steer,norm_driving_line,norm_ai_brake_diff,tire_wear_FL,tire_wear_FR,tire_wear_RL,tire_wear_RR,track_ordinal
0.000111,1,2333531,8499.9951171875,799.99951171875,7072.3486328125,0.8315613865852356,0.6643105149269104,-1.9711387157440186,0.044951438903808594,0.09888660907745361,30.115720748901367,-0.01202194020152092,0.008994395844638348,-0.03923051059246063,-1.108359932899475,0.02727631852030754,-0.10321773588657379,0.5555749535560608,0.512870728969574,0.5246856808662415,0.5534383058547974,0.0011147013865411282,0.0013025609077885747,-0.03147517889738083,-0.027843398973345757,90.32394409179688,90.27767944335938,85.07354736328125,85.07893371582031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014314213767647743,-0.01479402370750904,0.019073132425546646,-0.03159114345908165,0.014357551001012325,0.014851256273686886,0.03680314123630524,0.04211003705859184,0.008262887597084045,0.0049250368028879166,0.00584850087761879,0.008095860481262207,3919,6,838,1,6,-309.3558044433594,-8.396845817565918,-379.7629699707031,30.115915298461914,-51496.4765625,-69.54210662841797,92.55156707763672,92.96825408935547,120.52284240722656,120.52284240722656,-11.02499771118164,1.0,198.29632568359375,0.0,0.0,9.921282768249512,264.5500183105469,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,861
0.018709,1,2333546,8499.9951171875,799.99951171875,6998.55029296875,0.7926315069198608,0.5264078974723816,-2.3756580352783203,0.05080986022949219,0.09479629993438721,30.013132095336914,-0.0011218534782528877,0.009074470959603786,-0.037755463272333145,-1.1082013845443726,0.027190133929252625,-0.1038687452673912,0.550987720489502,0.5097795724868774,0.5246810913085938,0.5635290145874023,0.01013222150504589,0.010366369038820267,-1.4241009950637817,-1.3529906272888184,90.10028076171875,90.05509948730469,65.8943099975586,67.42530059814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01599932461977005,-0.01672288216650486,0.017166852951049805,-0.03296669200062752,0.01893780007958412,0.019675273448228836,1.4242044687271118,1.353392243385315,0.00790434144437313,0.004683429375290871,0.005848143249750137,0.008884567767381668,3919,6,838,1,6,-309.8036804199219,-8.408970832824707,-379.53857421875,30.013324737548828,-51157.55078125,-69.54210662841797,92.5559310913086,92.97193145751953,120.47586059570312,120.47586059570312,-11.02499771118164,1.0,198.8009490966797,0.0,0.0,9.937949180603027,264.5666809082031,0,1,0,0,0,255,1,0,1,0,0.0,0.0,0.0,0.0,861
0.047895,1,2333578,8499.9951171875,799.99951171875,6688.77685546875,0.7522239685058594,0.40640175342559814,-3.6371147632598877,0.056479454040527344,0.09841156005859375,29.892946243286133,0.006514908280223608,0.009967097081243992,-0.02745010145008564,-1.108049988746643,0.02727065049111843,-0.10440359264612198,0.549672544002533,0.5168972015380859,0.5206433534622192,0.5697332620620728,0.004705512896180153,0.004864983260631561,-2.0603766441345215,-1.8547661304473877,89.68241119384766,89.63143157958984,59.51003646850586,63.12765121459961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019426433369517326,-0.02026521973311901,0.01474960520863533,-0.03553453087806702,0.019988199695944786,0.020840998739004135,2.060429334640503,1.8551064729690552,0.007801542058587074,0.0052397605031728745,0.005532544106245041,0.00936950370669365,3919,6,838,1,6,-310.2496337890625,-8.42104721069336,-379.31494140625,29.893159866333008,-49219.515625,-69.54210662841797,92.56049346923828,92.97627258300781,120.55644226074219,120.55644226074219,-11.02499771118164,1.0,199.303466796875,0.0,0.0,9.95461654663086,264.5833435058594,0,1,0,0,0,255,1,0,1,0,0.0,0.0,0.0,0.0,861
0.057621,1,2333593,8499.9951171875,799.99951171875,6151.45068359375,0.6977885961532593,0.3171309530735016,-4.472690582275391,0.060512542724609375,0.10274124145507812,29.77821159362793,0.008636428974568844,0.010810707695782185,-0.019292589277029037,-1.1078882217407227,0.027425449341535568,-0.10475850105285645,0.551925778388977,0.5262125730514526,0.5157403349876404,0.5645538568496704,0.004383586347103119,0.004338691011071205,-1.8445571660995483,-1.4721174240112305,89.33477783203125,89.27632904052734,63.39838409423828,68.130126953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0225526075810194,-0.02345340885221958,0.01295051071792841,-0.03677096962928772,0.022974679246544838,0.023851344361901283,1.8446025848388672,1.47257661819458,0.00797765888273716,0.005967862904071808,0.005149316042661667,0.008964672684669495,3919,6,838,1,6,-310.69378662109375,-8.433073043823242,-379.092041015625,29.778451919555664,-44540.71875,-68.03783416748047,92.56523132324219,92.98088836669922,120.87599182128906,120.87599182128906,-11.02499771118164,1.0,199.8040008544922,0.0,0.0,9.971282958984375,264.6000061035156,0,1,0,0,0,255,1,0,1,0,0.0,0.0,0.0,0.0,861
0.086946,1,2333625,8499.9951171875,799.99951171875,5539.73291015625,0.6855258941650391,0.21784032881259918,-5.024673938751221,0.06336784362792969,0.10410809516906738,29.668216705322266,0.006573081947863102,0.010098597966134548,-0.023213831707835197,-1.1077271699905396,0.02757047489285469,-0.10510209202766418,0.5554291605949402,0.5357306003570557,0.5138584971427917,0.55026775598526,0.004288821015506983,0.004150628577917814,-1.1683659553527832,-0.8451387286186218,89.00476837158203,88.94812774658203,71.46573638916016,74.97445678710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023132119327783585,-0.024116750806570053,0.012147154659032822,-0.037073686718940735,0.023526344448328018,0.02447131648659706,1.1684291362762451,0.845951497554779,0.008251488208770752,0.0067118145525455475,0.005002226680517197,0.007848042994737625,3919,6,838,1,6,-311.1361999511719,-8.445088386535645,-378.86981201171875,29.66846466064453,-36614.5,-62.00770568847656,92.5702133178711,92.98577117919922,121.18712615966797,121.18712615966797,-11.02499771118164,1.0,200.30267333984375,0.0,0.0,9.98794937133789,264.6166687011719,0,1,0,0,0,255,1,0,1,0,0.0,0.0,0.0,0.0,861
0.090116,1,2333625,8499.9951171875,799.99951171875,5047.7314453125,0.6018684506416321,0.11722026765346527,-3.699854850769043,0.06717109680175781,0.10279297828674316,29.70059585571289,-0.010056826286017895,0.007793102413415909,-0.040082868188619614,-1.1075345277786255,0.02759130857884884,-0.1057947650551796,0.5505295395851135,0.5285380482673645,0.5073596835136414,0.5257072448730469,-0.004718762822449207,-0.005000185687094927,0.4566158652305603,0.5729880332946777,89.00733947753906,88.95866394042969,88.53184509277344,89.79534912109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02104019746184349,-0.021531768143177032,0.011777210980653763,-0.03770148754119873,0.021562853828072548,0.022104725241661072,0.4567677080631256,0.5742270350456238,0.007868526503443718,0.006149627268314362,0.004494268447160721,0.005928348749876022,3919,6,838,1,6,-311.7248840332031,-8.461071968078613,-378.57391357421875,29.700847625732422,-29627.5703125,-55.76236343383789,92.57682037353516,92.99223327636719,121.31621551513672,121.31621551513672,-11.02499771118164,1.0,200.96624755859375,0.0,0.0,10.010171890258789,264.638916015625,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,861
0.102228,1,2333625,8499.9951171875,799.99951171875,5035.412109375,0.5654421448707581,0.02415277063846588,-2.454319953918457,0.07027339935302734,0.09132647514343262,29.740497589111328,-0.014697246253490448,0.006319274194538593,-0.05058467388153076,-1.1074411869049072,0.027441464364528656,-0.1063140258193016,0.5426351428031921,0.5156381130218506,0.5066051483154297,0.5206025242805481,-0.0027028853073716164,-0.0033620100002735853,-0.025624912232160568,0.013357988558709621,89.18267059326172,89.14114379882812,83.45599365234375,83.62135314941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01995122618973255,-0.020272107794880867,0.011400981806218624,-0.038452260196208954,0.020133480429649353,0.020549001172184944,0.02804671972990036,0.040706414729356766,0.00725148618221283,0.005141345784068108,0.004435289651155472,0.0055293552577495575,3919,6,838,1,6,-312.01995849609375,-8.469178199768066,-378.425537109375,29.740720748901367,-28901.474609375,-54.914546966552734,92.57984161376953,92.99500274658203,121.30043029785156,121.30043029785156,-11.02499771118164,1.0,201.2989044189453,0.0,0.0,10.021283149719238,264.6500244140625,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,861
0.117639,1,2333656,8499.9951171875,799.99951171875,5248.52978515625,0.5778111219406128,-0.08895189315080643,-2.304309844970703,0.07434749603271484,0.0802985429763794,29.66819190979004,0.002860933542251587,0.005816834047436714,-0.057016100734472275,-1.1073355674743652,0.027357496321201324,-0.1072307601571083,0.5297592282295227,0.49595189094543457,0.5046675205230713,0.5249463319778442,0.007719560991972685,0.007506661582738161,-0.2929985523223877,-0.2697252631187439,89.03973388671875,89.01341247558594,79.90864562988281,80.42374420166016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01980622112751007,-0.01998656801879406,0.010366461239755154,-0.04014185070991516,0.021257422864437103,0.021349774673581123,0.2931818962097168,0.27269595861434937,0.006245078518986702,0.003602631390094757,0.004283841699361801,0.005868874490261078,3919,6,838,1,6,-312.4620361328125,-8.481462478637695,-378.20306396484375,29.668392181396484,-30562.62109375,-56.163787841796875,92.58415222167969,92.99886322021484,121.25855255126953,121.25855255126953,-11.02499771118164,1.0,201.79754638671875,0.0,0.0,10.037949562072754,264.66668701171875,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,861
0.134283,1,2333671,8499.9951171875,799.99951171875,5652.84130859375,0.4950244426727295,-0.17896324396133423,-3.297741413116455,0.07839107513427734,0.08268868923187256,29.54523277282715,0.028357990086078644,0.00679263798519969,-0.05667850747704506,-1.1072628498077393,0.0276615172624588,-0.10818076133728027,0.521201491355896,0.48009130358695984,0.5004155039787292,0.5345579981803894,0.0062318905256688595,0.007793847005814314,-0.818859338760376,-0.6525688767433167,88.62818908691406,88.60962677001953,72.72704315185547,75.37882232666016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021628377959132195,-0.02181638404726982,0.009430168196558952,-0.04137815535068512,0.0225082915276289,0.023166757076978683,0.8189136385917664,0.6538794040679932,0.005576189607381821,0.0023629367351531982,0.003951497375965118,0.006620138883590698,3919,6,838,1,6,-312.90252685546875,-8.493834495544434,-377.9813232421875,29.54545021057129,-34860.578125,-59.68027877807617,92.58837127685547,93.0025863647461,121.21874237060547,121.21874237060547,-11.02499771118164,1.0,202.29449462890625,0.0,0.0,10.05461597442627,264.683349609375,0,1,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,861
0.150391,1,2333687,8499.9951171875,799.99951171875,6099.203125,0.48972368240356445,-0.1987271010875702,-4.412535190582275,0.08273601531982422,0.10115480422973633,29.41571044921875,0.04877404868602753,0.008798317052423954,-0.04923645779490471,-1.1072062253952026,0.028355296701192856,-0.10906609892845154,0.5198644995689392,0.47791552543640137,0.4927312433719635,0.5415940880775452,0.0055678910575807095,0.006200111471116543,-1.5568515062332153,-1.1376111507415771,88.21762084960938,88.17620849609375,63.630550384521484,69.68292236328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02506892941892147,-0.025722919031977654,0.008214818313717842,-0.042853593826293945,0.025679809972643852,0.02645958960056305,1.5568732023239136,1.1384180784225464,0.005471687763929367,0.0021928735077381134,0.0033508818596601486,0.007170092314481735,3919,6,838,1,6,-313.3410339355469,-8.506235122680664,-377.76043701171875,29.41600227355957,-40501.65234375,-64.15083312988281,92.59278869628906,93.00645446777344,121.20574188232422,121.20574188232422,-11.02499771118164,1.0,202.7892303466797,0.0,0.0,10.071283340454102,264.70001220703125,0,1,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,861
